filePath,userid,nrp,kd_ktm,kesatuan,subsatker,pns_atau_militer
/home/kreasi/k6-test/k6-test-bot/TESTER/us1001/test.xlsx,493316,9999991001,99,999999,1001,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1002/test.xlsx,493317,9999991002,99,999999,1002,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1003/test.xlsx,493318,9999991003,99,999999,1003,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1004/test.xlsx,493319,9999991004,99,999999,1004,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1005/test.xlsx,493320,9999991005,99,999999,1005,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1006/test.xlsx,493321,9999991006,99,999999,1006,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1007/test.xlsx,493322,9999991007,99,999999,1007,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1008/test.xlsx,493323,9999991008,99,999999,1008,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1009/test.xlsx,493324,9999991009,99,999999,1009,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1010/test.xlsx,493325,9999991010,99,999999,1010,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1011/test.xlsx,493326,9999991011,99,999999,1011,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1012/test.xlsx,493327,9999991012,99,999999,1012,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1013/test.xlsx,493328,9999991013,99,999999,1013,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1014/test.xlsx,493329,9999991014,99,999999,1014,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1015/test.xlsx,493330,9999991015,99,999999,1015,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1016/test.xlsx,493331,9999991016,99,999999,1016,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1017/test.xlsx,493332,9999991017,99,999999,1017,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1018/test.xlsx,493333,9999991018,99,999999,1018,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1019/test.xlsx,493334,9999991019,99,999999,1019,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1020/test.xlsx,493335,9999991020,99,999999,1020,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1021/test.xlsx,493336,9999991021,99,999999,1021,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1022/test.xlsx,493337,9999991022,99,999999,1022,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us1023/test.xlsx,493338,9999991023,99,999999,1023,PNS
