filePath,userid,nrp,kd_ktm,kesatuan,subsatker,pns_atau_militer
/home/kreasi/k6-test/k6-test-bot/TESTER/us501/test.xlsx,492816,9999990501,99,999999,0501,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us502/test.xlsx,492817,9999990502,99,999999,0502,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us503/test.xlsx,492818,9999990503,99,999999,0503,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us504/test.xlsx,492819,9999990504,99,999999,0504,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us505/test.xlsx,492820,9999990505,99,999999,0505,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us506/test.xlsx,492821,9999990506,99,999999,0506,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us507/test.xlsx,492822,9999990507,99,999999,0507,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us508/test.xlsx,492823,9999990508,99,999999,0508,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us509/test.xlsx,492824,9999990509,99,999999,0509,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us510/test.xlsx,492825,9999990510,99,999999,0510,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us511/test.xlsx,492826,9999990511,99,999999,0511,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us512/test.xlsx,492827,9999990512,99,999999,0512,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us513/test.xlsx,492828,9999990513,99,999999,0513,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us514/test.xlsx,492829,9999990514,99,999999,0514,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us515/test.xlsx,492830,9999990515,99,999999,0515,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us516/test.xlsx,492831,9999990516,99,999999,0516,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us517/test.xlsx,492832,9999990517,99,999999,0517,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us518/test.xlsx,492833,9999990518,99,999999,0518,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us519/test.xlsx,492834,9999990519,99,999999,0519,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us520/test.xlsx,492835,9999990520,99,999999,0520,PNS
/home/kreasi/k6-test/k6-test-bot/TESTER/us521/test.xlsx,492836,9999990521,99,999999,0521,PNS
